symbol,price,price_change,price_percent_change,timestamp,source
SIG,59.64,11.34,23.48,2025-03-19 14:31:09,yahoo
STNE,11.27,1.42,14.47,2025-03-19 14:31:09,yahoo
OLLI,110.45,11.39,11.5,2025-03-19 14:31:09,yahoo
FMCC,5.03,0.36,7.71,2025-03-19 14:31:09,yahoo
ROKU,72.88,5.52,8.19,2025-03-19 14:31:09,yahoo
FNMA,6.08,0.4,7.05,2025-03-19 14:31:09,yahoo
HCM,16.02,1.07,7.19,2025-03-19 14:31:09,yahoo
IMVT,20.11,1.32,7.06,2025-03-19 14:31:09,yahoo
PAGS,8.44,0.55,6.97,2025-03-19 14:31:09,yahoo
DJTWW,13.1,0.85,6.9,2025-03-19 14:31:09,yahoo
BA,171.63,10.06,6.23,2025-03-19 14:31:09,yahoo
IMPUY,6.89,0.39,6.0,2025-03-19 14:31:09,yahoo
SHOP,99.55,5.54,5.89,2025-03-19 14:31:09,yahoo
NBIS,27.07,1.4,5.43,2025-03-19 14:31:09,yahoo
SRAD,21.23,1.15,5.73,2025-03-19 14:31:09,yahoo
AFRM,46.29,2.59,5.93,2025-03-19 14:31:09,yahoo
CORZ,8.41,0.39,4.93,2025-03-19 14:31:09,yahoo
PTON,6.8,0.34,5.18,2025-03-19 14:31:09,yahoo
SRPT,77.49,3.95,5.37,2025-03-19 14:31:09,yahoo
GLNG,36.85,1.81,5.17,2025-03-19 14:31:09,yahoo
UPST,49.92,2.13,4.45,2025-03-19 14:31:09,yahoo
FRO,16.59,0.78,4.93,2025-03-19 14:31:09,yahoo
DJT,21.01,0.92,4.58,2025-03-19 14:31:09,yahoo
CLSK,7.9,0.31,4.08,2025-03-19 14:31:09,yahoo
HOOD,41.93,1.83,4.56,2025-03-19 14:31:09,yahoo
COHR,68.29,2.91,4.45,2025-03-19 14:31:09,yahoo
BURL,243.99,10.09,4.31,2025-03-19 14:31:09,yahoo
WING,215.06,8.06,3.89,2025-03-19 14:31:09,yahoo
AUR,7.26,0.32,4.54,2025-03-19 14:31:09,yahoo
KC,18.96,0.87,4.81,2025-03-19 14:31:09,yahoo
GFL,48.61,1.85,3.96,2025-03-19 14:31:09,yahoo
MSTR,293.71,10.52,3.72,2025-03-19 14:31:09,yahoo
CVNA,172.71,6.18,3.71,2025-03-19 14:31:09,yahoo
SMCI,39.4,1.5,3.96,2025-03-19 14:31:09,yahoo
CZR,28.68,1.12,4.06,2025-03-19 14:31:09,yahoo
IOT,39.53,1.42,3.73,2025-03-19 14:31:09,yahoo
ANF,82.79,3.09,3.87,2025-03-19 14:31:09,yahoo
ADSK,270.08,10.13,3.9,2025-03-19 14:31:09,yahoo
QFIN,48.58,1.89,4.05,2025-03-19 14:31:09,yahoo
RIOT,7.66,0.26,3.51,2025-03-19 14:31:09,yahoo
APH,66.28,2.43,3.8,2025-03-19 14:31:09,yahoo
TEM,47.37,1.63,3.56,2025-03-19 14:31:09,yahoo
YPF,34.96,1.17,3.47,2025-03-19 14:31:09,yahoo
